"","P6494","P1867","P5038","P5118","P4631","P6126","P2051","P346","P2056","P4949","P5784","P7357","P1509","P9449","P167","P9521","P1494","P7623","P9705","P4810","P3549","P6336","P9699","P8727"
"SH2D2A",-2.19301445515516,1.22683525707031,2.27779138346034,2.29234593061917,-2.23674821444789,1.55448079898149,1.35310870607964,2.20539251298968,2.85936531799811,-1.31212589685172,2.88030545777151,2.54357011968253,3.98417917660259,0.448784685321535,2.16484419069804,0.336637590291003,-0.686152811958185,1.79786381317811,2.16923234157101,-0.0373325310315323,1.2296740512169,3.50267430208958,3.0105686098728,3.81322708992708
"TNFRSF1B",0.712402087561788,3.76457970566259,2.1732937656704,4.45720684220372,0.0579839273127533,3.09814833632944,3.81601595738443,1.60797176350728,4.70184288880659,2.19800059837173,5.3251489203705,4.39261967007681,5.60512982122414,2.14961381645244,4.83102596211392,2.22476576243901,1.61703512463829,4.86586933856528,2.08886412062573,2.65999075649782,2.96288212764287,4.26494921391401,4.56556671322179,5.88875055366478
"IBSP",-2.30248236605739,-1.78324095151033,-5.31042100613433,-5.50100494487065,-0.338274110922104,-9.96578428466209,-9.96578428466209,-3.81924310121049,-4.26033159745499,-2.64581417298162,-3.45626261528597,-5.2744567123844,-0.647358974093498,-9.96578428466209,-1.14445673044241,-2.63975934819184,-4.48736572661935,-9.96578428466209,-0.0826293527754098,-9.96578428466209,-2.75401277285603,-2.56683542401862,-9.96578428466209,-9.96578428466209
"GRN",8.00295562230673,6.89971943947772,7.56267745712856,8.88172273213774,6.96357816073136,7.34319460037843,8.2066432239834,7.21271523509818,8.5216789516032,6.82295953351272,9.01849230541528,9.15941727038769,9.19386782132205,7.34541411798977,7.48037823215086,7.15713468440278,7.73145480769835,7.20474719120748,7.54640061878371,8.5082622512626,8.55831738658158,8.57396901269388,8.22884754410816,7.49439160795114
"GAB2",4.81545759029332,5.52636308142374,1.77910840283345,3.6657906853172,3.42936154542841,3.04673550487459,2.92754569022093,3.46334780601991,3.14172051645988,1.44702369830939,3.01917170220007,2.38354394571954,2.92084397299788,3.44212075929891,3.09979004634992,4.92345822837593,2.27781220850369,3.31944163256794,3.84075526822787,3.53551800896753,5.19691386741371,1.42786358238902,3.87103535522741,2.12537337927804
"MAP2K3",4.77796144638846,5.5937899798335,4.71458622826011,4.33075198925897,3.70310069960416,4.31743432186549,4.60853131973159,3.071258118259,4.23545901834495,3.67697819831226,4.6612080315625,4.45834919139566,4.98183895675282,3.97082605149273,5.36846804733104,4.68958990698152,4.89267273683267,4.79446785442387,4.48754423092353,5.76195805497129,4.43064657064744,5.20169266547559,4.08109245270996,5.10180553054649
"VCL",4.50537014475275,4.84544990582817,6.79811533605753,3.91801406272508,4.456135889303,5.09141634421023,3.72609006549102,4.92669212550494,3.85997948410307,4.33751129856588,4.03835716138491,3.7319869290673,3.99724723801767,3.29660130260102,4.25157519458585,4.55177438763274,4.28962792963195,4.75334780613591,3.81605692994408,4.64404084292241,4.26415356309763,3.62447526812034,3.00005410004966,3.79152237769619
"TIMP2",9.83653643298017,8.36124637568322,7.57683954428276,8.13775966135219,8.64764189969337,8.35734086306478,8.09157290523597,8.27031868976531,7.11667665254163,6.56891071337322,7.13732932420149,8.89055005131594,8.34794463775954,7.9782585631339,6.64941427242086,8.62808459338631,7.40032444683857,7.48295312628212,8.13517057939096,8.57800277052129,8.29102791956323,8.61737930300536,7.32678899249194,5.61376736814448
"CUL3",4.27106704949104,4.84167126830553,4.16054914331148,5.00411931959544,4.96879118788359,5.32618137617428,4.84204354165248,5.08485514843277,5.10137693986754,5.75976570702553,4.92814762383839,4.73957271171962,4.87531809083519,4.85992980400854,5.52692015125163,5.33666186711149,5.06088179503072,5.40884090989869,5.35292091794616,5.28052581590188,5.00960694864736,4.46744904586123,5.11651031647954,5.33922291766316
"TRIO",4.56520111145245,4.42234738894521,3.48070458586167,3.1680611183459,2.61442952184651,2.272375605672,2.5472844748723,4.64606470728458,2.18851170211056,6.27483191634649,3.71305789705867,2.55050670095286,2.94561706643656,2.55113452969973,2.60754337297628,3.33776817092163,1.57821416547245,3.39300425689832,3.47979966147908,2.88425210158793,3.43249179144138,3.64527510370374,2.50144933634612,3.3482749174853
"VCAN",1.81430021158071,6.6593823044959,4.87702272203154,4.3039925713914,1.04681930494573,3.02832514637261,4.1976688469287,4.07993272309099,3.46116181477618,6.99426291197705,4.71604707415998,2.16006180030591,3.18899902211619,1.13023241002878,5.38159486131661,3.50704614710095,-0.378263645289296,6.81026314135109,6.48963926622982,4.09377987634412,2.78177305201362,3.35731270852278,1.46866150974097,2.16952419715
"MSR1",2.25197958724656,4.69644458488076,3.73692952633933,3.97063281676969,1.23015996555758,3.01153141952113,3.62234472272424,1.36661037472958,4.89031049116947,1.39894133830623,5.60169948743144,5.85339689429754,6.24972786016327,2.22504968401912,3.71442137834267,3.28178874021459,1.32304719208552,4.6826912699222,3.99564732167085,3.04036644350822,2.2736352390603,3.65278475490876,4.17889785420159,0.160300651223018
"CDH1",6.28171493927655,4.51065183307392,-4.40089400757568,-0.355724681642247,6.28852098544994,5.47292961038627,7.02382087372736,7.22123909254627,5.3830683298384,-3.55354471839869,1.88180555414989,5.26621684473137,4.22841083105081,5.16970457286123,6.37662205114299,-2.40251173184253,4.08588349899602,2.53175323801228,-1.17636475567701,5.48740273852914,6.15985115908427,5.53486156322923,4.7879913378931,2.7230036560703
"ZFYVE16",6.53830845637417,4.90645772216199,2.01653910804193,2.77662831769375,4.28342548280869,3.51518258275575,3.64456005322596,4.37989123413706,3.56864019541922,3.02588990083286,2.73405273966645,4.44927742957078,3.78073003647638,5.29738953503771,4.24264823246393,4.98858471703806,3.29607263738873,3.44339447483858,3.98589201785543,3.42831661898904,3.46664017014115,4.73088989272847,5.43427793545088,2.44798907000012
"C6",-4.13402102493365,1.90147128524095,-3.5114652479522,0.0352579113966469,-7.71450753487743,-3.78249231291983,-2.90291783895762,-2.69384510591042,-0.858543665735395,-3.60423171410647,-0.517843550534523,-9.96578428466209,-9.96578428466209,-9.96578428466209,-4.15529233772751,-7.7264442942545,-4.6453248793014,-1.22662813418524,-5.70465970769374,-7.20201792308115,-1.20903783913466,-9.96578428466209,-3.23293172036323,2.10857798186213
"TNC",2.73578643056385,6.81781509250153,7.02067998267204,6.20705728304496,3.63918584805831,6.05362183849896,4.75093337864027,4.20526738223451,4.01372129634073,5.43224122059725,4.81081324183002,8.06982029576707,7.63205732228272,4.49648152403008,5.72562392595359,5.55457043417658,3.55993226353387,6.64688267266462,3.2744033142808,5.96240789286849,3.14131670358902,4.16899496492755,3.89375050172057,4.07266321464727
"LCP2",1.45850274868803,4.17215144491634,2.56992364118769,5.71526740815378,0.525156820357189,5.26861404553364,4.44851776696379,1.25265786419412,5.11466269715725,0.794070618013468,5.3566720442121,5.39046477510627,6.35968280393885,2.55796877662633,7.24275492207628,3.2510509814848,1.78378350248397,4.23296000823386,2.23633953916837,5.70857903953834,2.95528304150717,4.61853820693418,5.40246638136366,5.97463714348408
"GPM6B",6.51829592887454,6.53884076263002,0.362666255848254,4.91900630737446,6.703695976489,7.68452422269737,6.37496990219966,4.9162521015774,6.78277548284627,4.69831295053832,3.13968558841554,6.75460695085103,5.37577275976628,4.98306200129484,4.9869114681441,5.18692439797574,7.00054090922619,5.64867826511424,7.30330585900038,7.27665484721399,6.1077610900874,5.76602263423865,5.3411638599223,0.765365007549805
"CP",-3.22577421182159,0.895775685687177,-1.17598983704432,0.88966822508196,-0.975138525299026,1.10482642196673,1.33306301487323,-4.25379112855891,2.69954941162384,-1.43931243253879,3.04226260302767,4.70570702546153,4.85030437420889,-0.590573217579088,1.20217947306502,-2.7755151280156,1.36216125787067,0.237612663884028,-2.19291550555664,-0.883720423389771,0.648272150360794,2.71850410750145,1.8750015052967,3.08384478151335
"SCML1",-0.700593553701331,2.69360069592915,2.91797015921712,0.966282793930778,-0.691133576912942,0.701690990749081,1.95723486789237,2.53772346897247,-0.226197734641328,2.23323158273558,1.34861769089727,1.47848004040862,1.76001224633284,0.665329094571806,2.57800639469571,1.30674636264906,1.74018498017082,1.76610322592136,-0.222329905905834,2.13706737046336,2.06138912328319,5.25141613270546,2.87993312964916,2.64577081775724
"HDAC9",0.962763699220464,2.54999192377657,1.2524096033826,2.00497592040505,1.49696846958075,2.80255720589884,0.601972194629095,-0.258827299467348,0.877634326139212,-0.604325144907225,2.28295273794781,1.69467964982109,0.44967229610046,-0.903114778259562,0.770143999615566,-0.166159436464426,1.08019374354901,2.30255887083938,-1.07374851149052,0.187299016681721,1.9673862867808,0.960986105303007,1.0492961909511,3.46051978713801
"LMO3",-0.632776566513708,0.14459462010708,-3.17213546008811,-1.97323109612486,-6.80230648449036,-3.30020675405781,-0.210093838951562,-0.748565687906309,0.39647737316917,-0.987697364682736,-0.323806624292755,-3.86656062765177,-0.75733530633827,-3.96044268862274,-2.83881142840432,-2.84050514476924,-2.21888037090572,3.51626734437183,0.559638644922725,-2.58151857342916,-2.596981020819,0.262132439539401,-6.78201830984444,-0.0717198896983125
"UTS2",-9.96578428466209,-2.9976474408598,-4.16907492747741,-0.912629494187043,-9.96578428466209,-2.10608178890561,-2.52575399225371,0.899601027421038,-2.29517052044034,-0.379068322394675,-0.560553453804483,-1.14529575055381,-1.0012903462373,-2.61310519759156,-2.42146119219943,-3.33603862656058,-9.96578428466209,1.37141946505247,-9.96578428466209,-9.96578428466209,-0.660876300789984,-2.18651142983529,-1.89086681253929,-0.613030172727263
"TNFRSF9",-6.21839688500937,-1.04808103502951,-2.06087274029028,0.459588994966841,-4.27427245265631,0.482466266724085,0.471374777428782,-3.83862358971635,0.83703900420051,-5.41945158225186,0.703552578748931,2.01942793647304,3.14202125908167,-1.53336348387485,0.935753914448636,0.0458483223005439,-6.41337032275758,-1.59200558944535,-3.21729621606238,-2.47627346064481,-0.460627747866973,1.60384825817841,1.61927683441967,2.23173652206797
"LTBP1",3.66409594597281,3.85517247007897,7.55698112700181,5.79583187175359,2.57042407003018,2.93532961650147,2.35001626856963,2.24742931798867,2.4302558299214,4.7957357832384,2.6587804494583,3.04023491675437,1.96823824048466,4.01571164557342,2.55863499688272,0.978115070856639,1.40808682949794,3.45370193740895,1.86416831209035,3.16530579933042,2.00185627514428,3.8522186215538,0.863534122083644,2.51875668770069
"ELN",-1.12115383419198,6.39100981736789,1.02935393454024,1.97026099716254,-4.03206766733332,4.19721276071617,3.12967702498263,2.25986601698927,4.36562955437452,4.18724516627943,5.73569004870912,-2.53040571719118,-0.307379979320901,-1.03286976645195,2.327123970861,-1.7700577530366,-1.66282099085649,5.01640271640291,-3.06231211405072,2.42167573285768,3.01192673700265,-0.424842597903873,1.45828750138574,5.3102674022956
"FOXP3",-1.5451545147469,0.0200007401717402,-1.55937942081919,1.78069644597961,-4.34259925965392,1.52693517038129,0.909435187887498,-2.0249832637545,0.639241426109049,-0.40376896920185,2.07193424509156,0.701238528052177,-0.308338990690715,-1.33668635279361,0.685384037595447,-1.47384703357618,-1.99382694924708,-0.211153952451132,-1.20167901823114,-3.13090876790772,0.881092909107124,-1.53163564519747,1.84636493697144,4.33659760404906
"PTGER3",-4.03875304382265,1.28229745602716,-0.869817681214742,1.36727040899482,-7.24130863106549,1.61058668282386,-0.288559718562692,-1.03783747493033,-2.13980154642896,-0.450555567165983,1.70513304208167,-3.60283053949132,-2.15073408009308,-2.77888761075226,-1.29751266477385,-4.95985438797768,-5.76422883296233,-0.0915836477635718,-3.1533245659378,-1.5855396941839,-1.21541896371813,0.144372734291979,-2.09720862930854,1.37454431079651
"CYFIP2",-0.436806718065045,2.3678938080888,3.48497591451119,3.39567978996952,2.49780650009585,2.64248902143881,2.24156869954764,2.45866285085282,3.43890493548087,2.1624678676153,4.95375412640721,3.16768869478072,3.23910317858674,2.88108899250245,3.50411186400883,1.87734769967462,1.72870419668231,3.9973646760852,0.282095770927224,5.33745420960853,3.5235243200433,2.41604523040359,3.31383645209207,6.14368728317989
"TRAF1",1.97079108712742,2.87265542876314,1.58351908385149,3.60688041869317,1.77589336028377,2.03434955290793,1.88360126743994,1.0098201095003,2.22445708863767,-0.190267827395224,3.41839236990539,2.65625380349442,3.3537326083974,1.65541594696731,2.43580192038234,0.746458963582182,1.8154155759541,3.79260551340769,0.535007811598338,-0.823725743583756,1.22076331748012,2.60122108558495,2.61246809846623,4.72036603131881
"GYG2",3.77869219774802,4.63245435768942,-1.3359395624752,-2.14594369306258,5.69517538590659,4.42567413538758,6.51449630218671,6.32352139277249,4.84105227702174,2.73310700026275,2.63746418421563,4.81688637401492,3.48729339399181,5.83426624543992,3.84791675460399,5.56637680032112,5.29220381940147,3.0613113502917,6.31237837747081,5.75312580470162,6.27529950638956,2.53694063073324,4.25608222598702,2.10319211521101
"SOAT1",4.95319072734037,4.96588123051149,4.82652306512788,3.60234997824708,3.37966254567165,4.49213519577773,3.39792614688188,4.73761646346206,4.07844759069114,3.06853324081271,3.59583780000781,4.12023580338533,5.3492201797939,4.69856855049231,3.82434017372601,6.38828426688652,3.91974051061858,6.91736014399797,5.78889969798706,4.60427893342769,4.71348687284051,4.81283190623551,4.50604331904484,2.72724304550196
"PKP2",-9.96578428466209,-2.80629637233783,-5.92781350691928,-1.25470930742976,-5.32812187701689,-0.776048661779221,-0.207880963883173,-3.31056270523123,-1.93583453651995,-5.62423254944296,1.16074597030055,-3.98852039119613,-3.22389938172941,-4.92340259768504,2.89939221186969,-9.96578428466209,-3.31216673582266,-0.784791093382755,-5.32658685766664,-4.844433123067,-2.82322789145212,-4.33516039841531,-1.38755502073548,0.778107626274481
"LAMC2",-6.43979061531806,-2.46645658553344,-0.0952700627621985,-0.0560891726299149,-4.33351897782486,3.96391796186206,-0.577741160234181,-5.09060383117707,1.45706365651012,-3.25798343799522,1.1102496408531,-5.46891932518281,-4.72561117842145,-3.8750007046935,4.95720421674775,-4.88253261528327,-4.4305586838232,-4.06043819920769,-4.1343858261428,-2.65791864538048,-1.69931629622029,-3.11935365232556,-1.0396217416375,1.60418996147501
"CDK14",3.16879605171907,2.71440599138925,4.07637951664967,4.41656954900242,2.42418577661949,0.546975927425002,2.45791993175474,2.74903218679724,1.65698138235413,3.30761650048127,2.97781110387507,0.0531113364595622,1.23856677067537,-0.447695729537025,2.67656079263069,1.14376563693478,2.77547201243005,2.96064885600637,0.742256342582017,2.48340563895088,0.0698946047771406,1.36946648365072,1.11985414461324,3.06234970603876
"PPP1R12A",4.11369216564343,4.39922579212094,3.59141612739383,3.9695373308565,3.68113437934685,3.72511945327534,3.00388822891943,4.21389936663985,3.1900806639241,3.0810805190646,3.43230470266055,4.05302442450189,3.82564318227646,3.61022758954469,4.07113624444194,3.10035873669589,3.94212034944091,3.84204354165248,4.43070677812996,3.25946684225916,4.17520520878375,3.45024789446702,3.74009644948102,4.13116965232608
"TBXAS1",2.30145888105616,3.0869518669992,1.85245834821831,3.77025819661008,0.720077043064287,1.56930636850395,3.62601853270775,1.64145816998353,4.39416426382103,2.42244831223346,4.95465696847619,4.19037781526427,5.05978355739763,2.78607145995682,2.84843766270535,2.65025906784894,2.4615966589387,3.97418970688933,3.15365133232151,1.75271006194496,3.47801400345801,2.89734886569024,3.62002329762627,3.22638213432188
"SLC2A3",2.5768510300609,6.54144049736798,5.86620574182161,3.66164700248879,5.09492853240232,3.70080589425416,3.09877156421096,4.35033458112024,3.46287685434253,2.46295535696571,4.3478569636856,5.69378522303115,5.93964973128981,4.39227620233158,5.90981389833483,3.6415691490151,2.30910049931262,6.36127884068358,4.62066264841931,6.44536254107882,3.26866643980743,5.47194828462268,3.92532537067158,4.79442106524179
"COL11A1",0.672416289738918,4.32461621524482,0.566376800321125,0.872040724534607,6.58647203208456,-0.448510560197081,-1.47471285986805,3.30000947617416,3.95526630014749,1.41872967673653,3.23328681197183,1.4591797807964,2.81719140755956,5.35061393093485,4.46617029216868,3.41774451963618,-1.02223211590808,-1.23651363679779,4.45775186872739,3.4153124868121,6.10931249663096,1.17306985248516,-3.11286157935754,-6.34610130757576
"ACAA1",5.29134201638199,4.58107401095943,4.73586331484221,4.47024400146383,4.5492255754524,4.83763550138783,4.93922187532471,3.9235200300131,5.32750414176729,5.13004126304495,5.26956433157966,4.9412378005959,5.77249009526505,4.91614698439955,5.53591919601296,4.85206877215757,4.95396825346899,4.78081925743579,5.08869285076746,4.92760731701247,5.27907379400521,5.88401418050857,4.9461553514303,5.55885536968617
